,ID,Name,Created At,Fav Count,GEO,Re Count,Text
44,963108842451202048,SenSchumer,2018-02-12 17:53:36,20600,,13429,"Utterly astounding that 6 wks after slashing taxes on the wealthy &amp; biggest corps, creating a huge deficit, @realDonaldTrump asks older Americans &amp; middle-class Americans to make up the difference by slashing Medicare &amp; Medicaid."
45,963105118160871426,SenSchumer,2018-02-12 17:38:48,808,,298,".@SenateDems want to work in a bipartisan way to improve our infrastructure, &amp; our plan would expand access to high-speed internet, rebuild our roads &amp; bridges, &amp; modernize our electric grid while creating millions of good-paying jobs. @POTUS's plan falls short on all these."
46,963104436108300288,SenSchumer,2018-02-12 17:36:05,1677,,721,".@realDonaldTrump's proposal would do very little to make our ailing infrastructure better, but would put unsustainable burdens on our local government &amp; lead to #TrumpTolls all over the country, all while undermining important protections like #BuyAmerica."
47,962884800624373761,SenSchumer,2018-02-12 03:03:20,0,,57,"RT @USA_Luge: HISTORY. Watch, read, be amazed by @mazdzer and his silver medal performance. https://t.co/vgWPq6CLYv https://t.co/0jdgyhJuja"
48,962883908789555202,SenSchumer,2018-02-12 02:59:48,899,,148,Congrats Chris! @mazdzer earns #TeamUSA our 2nd medal of the #Olympics2018 &amp; the 1st medal for a NYer!! https://t.co/wS5hyRGRk2
49,962833418735243266,SenSchumer,2018-02-11 23:39:10,0,,47,RT @TraceyPorpora1: Schumer: Train operators need to be tested for sleep apnea https://t.co/8QwjszqLVd
50,962833043194073093,SenSchumer,2018-02-11 23:37:40,1151,,364,.@USDOT has got to wake up &amp; reinstate federal rule to to test for sleep apnea —too many lives are at stake! https://t.co/n3v7jq29le
51,962832082241314817,SenSchumer,2018-02-11 23:33:51,0,,48,"RT @MetroFocus: .@SenSchumer :Train operators need #sleepapnea testing
https://t.co/XueRzTPgKW"
52,962831990327300096,SenSchumer,2018-02-11 23:33:29,0,,54,"RT @amNewYork: Sleep apnea testing should be federally mandated to prevent more train derailments, @SenSchumer says https://t.co/EzNvG1AvS3…"
53,962746076775272448,SenSchumer,2018-02-11 17:52:06,0,,134,"RT @vinbarone: Following recent NTSB reports on train crashes, @SenSchumer in Grand Central this morning to slam the US DOT for withdrawing…"
54,962517417116295170,SenSchumer,2018-02-11 02:43:29,0,,8664,"RT @MarkWarner: The fact that the President is only interested in ""transparency"" when he thinks it ""totally vindicates Trump"" speaks volume…"
55,962394253522546688,SenSchumer,2018-02-10 18:34:05,0,,29511,"RT @RepAdamSchiff: Mr. President, what you call “political” are actually called facts, and your concern for sources and methods would be mo…"
56,962171991573884929,SenSchumer,2018-02-10 03:50:53,0,,3994,"RT @SenFeinstein: If the president really believes the Nunes memo vindicates him, as he has said, what is he hiding by blocking the Schiff…"
57,962171965560754176,SenSchumer,2018-02-10 03:50:47,0,,2937,"RT @SenFeinstein: I have reviewed the classified documents that underpin both memos. I know the Nunes memo is misleading, and I know Congre…"
58,962171951535017985,SenSchumer,2018-02-10 03:50:44,0,,9682,"RT @SenFeinstein: One week after he released the misleading and incomplete Nunes memo, President Trump tonight blocked the release of the S…"
59,962144102556033024,SenSchumer,2018-02-10 02:00:04,24194,,9917,".@realDonaldTrump’s double standard when it comes to transparency is appalling. The rationale for releasing the #NunesMemo, transparency, vanishes when it could show information that’s harmful to him. Millions of Americans are asking one simple question: what is he hiding?"
60,962118102652739586,SenSchumer,2018-02-10 00:16:45,2627,,1723,".@SenatorCardin has repeatedly asked: “How many of Congress’ Russian sanctions has @POTUS enforced? None. Zero. It is the unanimous view of our entire intelligence community that Russia interfered in our elections, and will again. Yet @POTUS chooses to believe Mr. Putin.”"
61,962117566633336832,SenSchumer,2018-02-10 00:14:37,10550,,4555,"Meanwhile, @realDonaldTrump has utterly ignored the bipartisan Russian sanctions legislation..."
62,962116764103569408,SenSchumer,2018-02-10 00:11:26,603,,243,"As we investigate Russian meddling, we have to make sure witnesses are held accountable, &amp; the American people know exactly what happened. @ChrisCoons has been fighting to do just that. https://t.co/wVueOfahyn"
63,962116358556307457,SenSchumer,2018-02-10 00:09:49,474,,218,.@RonWyden has pushed @USTreasury &amp; @stevenmnuchin1 to  help #FollowTheMoney from top Russian officials to the NRA. https://t.co/6LQglZFQOb
64,962115479824412673,SenSchumer,2018-02-10 00:06:20,0,,1431,RT @RonWyden: The American people have a right to know whether the @NRA has financial obligations to Russia and Putin’s allies. #FollowTheM…
65,962115225381167104,SenSchumer,2018-02-10 00:05:19,824,,314,"I agree with @RonWyden: “Congress needs to get to the bottom of what has happened to our democracy. But we’ve been stonewalled, particularly when it comes to following the money.” #DefendOurDemocracy"
66,962114498244038656,SenSchumer,2018-02-10 00:02:26,448,,202,"In the Finance Cmte, @RonWyden is working to #FollowtheMoney behind the Russian meddling. But the Trump Administration isn’t helping. We will keep asking @Stevenmnuchin1 to work with us to #DefendOurDemocracy https://t.co/PmlhDE2Pzk"
67,962113980083863553,SenSchumer,2018-02-10 00:00:22,700,,229,"Senators like @MarkWarner are working with GOP colleagues, taking action to #DefendOurDemocracy. Now we need the @WhiteHouse to join them. https://t.co/HiuIcFRQav"
68,962112202474950656,SenSchumer,2018-02-09 23:53:18,553,,201,.@SenatorTomUdall is exactly right. We should choose county over politics every time. #DefendOurDemocracy https://t.co/h0qLpnesHu
69,962111664660385792,SenSchumer,2018-02-09 23:51:10,665,,281,Protecting our elections against Russia should not be a partisan issue. @SenBillNelson is absolutely right. We need to work together to #DefendOurDemocracy https://t.co/zRXop2n3ir
70,962109753370533888,SenSchumer,2018-02-09 23:43:34,2310,,945,"What is more important than the truth? Nothing. So what are @realDonaldTrump, his administration &amp; many House Republicans so afraid of when it comes to confronting Russia? https://t.co/XLCOz3OWvj"
71,962107720391446528,SenSchumer,2018-02-09 23:35:30,231,,102,ICYMI - @SenateDems took to the Senate floor this week to talk about our govt’s respose to Russian meddling &amp; highlight their work to #DefendOurDemocracy WATCH: https://t.co/le2Bo4Qrr3
72,962107178952871937,SenSchumer,2018-02-09 23:33:21,1160,,334,"With the budget deal signed &amp; sealed, we have to keep our focus on the Russian interference in our elections, the investigation to get to the bottom of their meddling, &amp; our work to #DefendOurDemocracy."
73,962059144189558784,SenSchumer,2018-02-09 20:22:28,0,,141,"RT @SenatorMenendez: Many Puerto Ricans are still, literally, left in the dark. I’m proud that in this budget deal, we won dedicated fundin…"
74,962059042066583554,SenSchumer,2018-02-09 20:22:04,531,,141,"One of my biggest concerns for Puerto Rico has been the damaged power grid, which NYers from @ConEdison have been working to repair. Our bill will bring an addl $2 billion specifically for Puerto Rico &amp; USVI to repair, improve, &amp; strengthen their electric grids."
75,962058561898475521,SenSchumer,2018-02-09 20:20:09,164,,65,"Working with @NydiaVelazquez &amp; @RepJoseSerrano, our budget deal locked in over $89 Billion for recovery, repairs, &amp; future mitigation to help infrastructure, schools &amp; economic revitalization in communities impacted by disasters, including #PuertoRico &amp; the USVI"
76,962058051233619970,SenSchumer,2018-02-09 20:18:08,440,,137,Relieved Congress finally came together to help our fellow Americans in Puerto Rico &amp; USVI. Too many families have been suffering for too long &amp; will finally see some relief. https://t.co/klMFST3H1V
77,962054585606000640,SenSchumer,2018-02-09 20:04:21,172,,65,What are Democrats fighting for? #ABetterDeal. Read more: https://t.co/2MBvVM1azd
78,962038697163149312,SenSchumer,2018-02-09 19:01:13,1758,,358,"To be clear: Americans actually do want and like investing in our children, our roads &amp; bridges, our community health centers, our family farmers &amp; the fight against the opioid epidemic."
79,962026829317115904,SenSchumer,2018-02-09 18:14:04,3919,,1169,"Mr President, you should delete this tweet. Veterans are not wasteful. They are our best. https://t.co/ulQT8PVz5s"
80,961980880360300544,SenSchumer,2018-02-09 15:11:29,0,,86,"RT @brianschatz: This bipartisan bill is the product of dozens of Senators House members, including @johnthune @RogerWicker @RonWyden @Orri…"
81,961980829625978880,SenSchumer,2018-02-09 15:11:17,0,,506,RT @brianschatz: WARNING THIS IS A WONKY THREAD: Tucked into the bill signed are the most significant changes ever made to Medicare law to…
82,961977121861234689,SenSchumer,2018-02-09 14:56:33,1808,,443,"After a decade of cuts to prgms that help the middle class, we now have a dramatic reversal. Funding for education, infrastructure, fighting drug abuse, &amp; @NIH will all, for the first time in years, get very significant increases &amp; keep us on track to support American families."
83,961722103002206208,SenSchumer,2018-02-08 22:03:11,0,,368,"RT @CNBC: First there was the ""Trump bonus."" Now get ready for the ""Trump buyback."" https://t.co/eM7u1WjwJW"
84,961704796028919808,SenSchumer,2018-02-08 20:54:25,0,,44,RT @NCAI1944: … Sen. Chuck Schumer said the package would include $6 billion over two years for anti-opioid &amp; mental health efforts; $20 bi…
85,961674068318674944,SenSchumer,2018-02-08 18:52:19,0,,75,"RT @GNYHA: Senate funding bill delays harmful #MedicaidDSH cuts, increases #NIH funding, and extends CHIP funding. We thank @SenSchumer and…"
86,961653889761267712,SenSchumer,2018-02-08 17:32:08,0,,465,"RT @SenatorBaldwin: It's just wrong to use corporate tax cuts to reward the wealth of executives and shareholders with stock buybacks, whil…"
87,961650364721319936,SenSchumer,2018-02-08 17:18:08,104,,52,"Lea nuestro reporte sobre la ""recompra de acciones."" Las corporaciones estan usando los recortes de impuestos para beneficiar a accionistas, no a los trabajadores, como Trump y el GOP quieren hacerle creer.  https://t.co/2XYsjKRSvE @mariauxpen"
88,961648224586039296,SenSchumer,2018-02-08 17:09:37,0,,493,"RT @SenBlumenthal: Pres. Trump needs to get his head out of the sand, recognize the reality of Russia’s meddling, enforce sanctions passed…"
89,961648186141134848,SenSchumer,2018-02-08 17:09:28,0,,420,RT @SenBlumenthal: Trump’s silence not golden – except to Putin. Russia will undermine our democracy again if they aren’t made to pay a pri…
90,961644122288377856,SenSchumer,2018-02-08 16:53:19,549,,221,"Today I urged my colleagues to let this budget go forward, through both chambers &amp; onto the President’s desk, where President Trump seems ready to sign it. It will help America in so many ways. https://t.co/mqO6mXBkQ8"
91,961641594196844546,SenSchumer,2018-02-08 16:43:17,160,,38,Stephanie fought for this funding. I’m proud that we can deliver it. https://t.co/F5ZMabuAZO
92,961641592389099520,SenSchumer,2018-02-08 16:43:16,277,,110,"Our budget will also finally fund the opioid fight. @warsnotover, my #SOTU guest, is the mother of a veteran who became hooked on opioids in the depths of PTSD, who waited 16 mos for his 1st appointment at the VA but died from an overdose two wks before he could get treatment."
93,961640246587904001,SenSchumer,2018-02-08 16:37:55,2387,,642,"What does this budget really do? It provides billions to support for community health centers, child care, disaster relief, to rebuild &amp; improve veterans hospitals &amp; clinics, to lower prescription drug costs for seniors, to make college more affordable, &amp; to fix infrastructure."
94,961631108709470208,SenSchumer,2018-02-08 16:01:37,1134,,220,.@SenateDems have argued that we need to fund our military AND our middle class programs. I am proud to say our budget does both.
95,961344877320654848,SenSchumer,2018-02-07 21:04:14,539,,259,"The bill the Polish government just passed is a disappointing attempt to whitewash a painful history. I hope they reverse course. While we look to the future, we cannot deny the past. https://t.co/gwzcLjEVy0"
96,961342751177695239,SenSchumer,2018-02-07 20:55:47,0,,36,RT @RobertHarding: What's in 2-year federal budget deal for New York? @SenSchumer shares highlights https://t.co/PCqRsySLPy
97,961325162166738944,SenSchumer,2018-02-07 19:45:53,9210,,2154,"While @POTUS threatens shutdowns &amp; stalemates, Congress has done the hard work of finding compromise &amp; consensus. We have reached a budget deal that neither side loves but both sides can be proud of. That’s compromise. That’s governing. We should do more of it."
98,961322424942854144,SenSchumer,2018-02-07 19:35:01,553,,217,"The budget deal is a win for the American people. It will do so much good for our military, for so many middle-class Americans, and finally consign the arbitrary and pointless sequester caps to the ash heap of history. https://t.co/5AkwxOTUz6"
99,961314073605496833,SenSchumer,2018-02-07 19:01:50,709,,215,"This budget deal also includes long-awaited disaster relief for TX, LA, FL, Puerto Rico &amp; the USVI. This recovery aid could not come a moment too soon. @SenBillNelson worked so hard for both Florida &amp; Puerto Rico relief, as did so many others in our caucus."
100,961312621529059329,SenSchumer,2018-02-07 18:56:03,570,,217,"With this agreement, we'll invest in surface transportation, wastewater, clean and safe drinking water, and rebuilding our nation's crumbling infrastructure. https://t.co/dZeBL5Rjt1"
101,961309848234332160,SenSchumer,2018-02-07 18:45:02,294,,131,"This deal increases funding for community health centers, which serve over 26.5 million Americans. @PattyMurray @SenatorTester &amp; @SenSanders &amp; many others have been champions for these community health centers, &amp; their work got this done. https://t.co/16jUZMnBrI"
102,961299620608528384,SenSchumer,2018-02-07 18:04:24,735,,248,The budget deal will bring relief to folks caught in the grips of opioid addiction. https://t.co/13KLGaqMqv
103,961298628710223872,SenSchumer,2018-02-07 18:00:27,3386,,670,Very pleased to announce alongside @SenateMajLdr that we have reached a two-year budget deal that will benefit our country in so many ways.
104,961294484884598784,SenSchumer,2018-02-07 17:43:59,302,,81,Heading to the floor with news on the budget. Tune in now: https://t.co/Q5Tl0fInfl
105,961085398985379841,SenSchumer,2018-02-07 03:53:09,0,,818,"RT @SenBillNelson: According to the Director of the CIA, Russia’s influence activities continue in the U.S. I just sent a letter to Secreta…"
106,961007534797676544,SenSchumer,2018-02-06 22:43:45,0,,1308,"RT @SenWhitehouse: Republicans are doing everything they can to distract Americans from ongoing investigations into Trump-Russia. Tonight,…"
107,960662168256630785,SenSchumer,2018-02-05 23:51:23,14825,,5043,"The Schiff memo is based on the same underlying docs as the partisan #NunesMemo, so there should be no question as to whether or not @realDonaldTrump will approve the new memo’s release. If he refuses, the American people will be forced to wonder: what is he trying to hide?"
108,960661195832340487,SenSchumer,2018-02-05 23:47:31,4280,,1406,".@realDonaldTrump decided the public deserved to see the #NunesMemo before he’d even read it, so he ought to be similarly eager for the American people to see this memo. https://t.co/LAgsKRBVkF"
109,960659387063906307,SenSchumer,2018-02-05 23:40:20,0,,115,"RT @politico: House panel backs release of Democratic memo on FBI
https://t.co/uL7o4UdtgL https://t.co/K8yNDZp1b0"
110,960561931789594624,SenSchumer,2018-02-05 17:13:05,6488,,7229,"RT if you agree the Trump admin’s hand-picked saboteur, Mick Mulvaney, should be bringing the hammer down on #Equifax instead of handing out get out of jail free cards and massive tax breaks to major corporations. https://t.co/AKpM4wlvdG"
111,960543198916546561,SenSchumer,2018-02-05 15:58:39,8826,,2916,"Again, I urge @realDonaldTrump to #ReleasetheTruth &amp; remember this is a matter of fundamental fairness. https://t.co/FQ7wdXHE06"
112,960542507951116288,SenSchumer,2018-02-05 15:55:54,0,,242,RT @ABC: Chuck Schumer calls on Pres. Trump to authorize Democratic memo release. https://t.co/RAs6Xiyayo https://t.co/9rGjPu9ym8
113,960516400505815045,SenSchumer,2018-02-05 14:12:10,0,,78826,"RT @RepAdamSchiff: Mr. President, I see you’ve had a busy morning of “Executive Time.” Instead of tweeting false smears, the American peopl…"
114,960188073819754497,SenSchumer,2018-02-04 16:27:30,0,,27092,"RT @RepAdamSchiff: Quite the opposite, Mr. President. The most important fact disclosed in this otherwise shoddy memo was that FBI investig…"
115,960176162621329408,SenSchumer,2018-02-04 15:40:11,6267,,2587,"Mr. President, as a matter of fundamental fairness, after the release of the #NunesMemo, the Democratic memo spearheaded by @RepAdamSchiff should be immediately released. https://t.co/ykXmHvqDrC"
116,959964229410394112,SenSchumer,2018-02-04 01:38:02,21123,,11286,"CEOs are lining their pockets with tens of billions of dollars in corporate share buybacks.

Major corps like AT&amp;T, Wells Fargo &amp; Walmart are laying off American workers. 

But Speaker Ryan wants to brag about a $1.50 per week increase for workers. #GOPTaxScam https://t.co/HGYDEj8Ezf"
117,959497097216131073,SenSchumer,2018-02-02 18:41:49,10405,,4531,"The Nunes memo is partisan and misleading, simple as that. To use it as pretext for firing Deputy AG Rosenstein, Special Counsel Mueller or other DOJ leadership would be viewed as an attempt to obstruct justice in the Russia investigation. https://t.co/vqlZKkY94V"
118,959413544788922369,SenSchumer,2018-02-02 13:09:48,3976,,1034,President Trump wants an immigration deal but he cannot follow the dictates of Mark Meadows and the Freedom Caucus. Their plan won’t get a majority in either house of Congress.
119,959164704835952641,SenSchumer,2018-02-01 20:41:00,1971,,816,"Wise words from an incredible, passionate New Yorker to kick off #BlackHistoryMonth. https://t.co/CaArZKs5uk"
120,959127849163788288,SenSchumer,2018-02-01 18:14:33,7482,,2166,"Instead, Speaker Ryan should insist on supporting the swift passage of legislation to protect Special Counsel Mueller’s investigation from political interference. 4/4"
121,959127716921511941,SenSchumer,2018-02-01 18:14:02,3062,,1201,"Under Speaker Ryan’s leadership, House GOP have not taken credible action to fully address Russia’s meddling in our democracy or protect our country from future cyber-attacks. 3/4"
122,959127625519288320,SenSchumer,2018-02-01 18:13:40,12705,,5427,Speaker Ryan should immediately remove Rep. Nunes as chair of House Intel committee and rein in the House GOP. #RemoveNunes 2/4
123,959127432275136522,SenSchumer,2018-02-01 18:12:54,2281,,1139,It’s clear Rep. Devin Nunes and House GOP will stop at nothing to impede Meuller’s Russia probe and undermine the rule of law  – all as a means of protecting President Trump. 1/4 https://t.co/8hrIf6feYX
124,958904156881899520,SenSchumer,2018-02-01 03:25:41,0,,54808,RT @RepAdamSchiff: BREAKING: Discovered late tonight that Chairman Nunes made material changes to the memo he sent to White House – changes…
125,958903629272010752,SenSchumer,2018-02-01 03:23:35,17135,,5662,"If @SpeakerRyan cares about the integrity of the House or the rule of law, he will put an end to this charade once &amp; for all. 2/2"
126,958903460509945856,SenSchumer,2018-02-01 03:22:55,20189,,7981,"It’s clear that Chairman Nunes will seemingly stop at nothing to undermine the rule of law &amp; interfere with the Russia probe. He’s been willing to carry the White House’s water, attack our law enforcement and intelligence officials, &amp; now to mislead his House colleagues. 1/2"
127,958885330295447552,SenSchumer,2018-02-01 02:10:52,0,,2405,RT @MarkWarner: You don't need a law degree to figure this one out. It's time for the President to shut down this partisan sham before it e…
128,958884380977614849,SenSchumer,2018-02-01 02:07:06,0,,15202,RT @RepAdamSchiff: The FBI confirms that the memo contains “material omissions of fact” that “fundamentally impact” its accuracy. Nunes use…
129,958805175640223744,SenSchumer,2018-01-31 20:52:22,4896,,2030,"As predicted, not a word in the #SOTU about Putin, his interference in our democracy, and the need to protect it before November 2018. Shameful. https://t.co/8ZgUfRr6Hv"
130,958794810462298113,SenSchumer,2018-01-31 20:11:11,230,,136,"Reminder for NYers: you can still sign up for health care! The deadline is today--go to https://t.co/FJC7SUdpcU, or call 1-855-355-5777 by 8pm.
https://t.co/pGIbBJ27pv"
131,958752151534219264,SenSchumer,2018-01-31 17:21:40,2420,,343,Awful to hear of my Republican colleagues' train accident. We're praying for the safety of everyone on the train and in the truck.
132,958548591630577664,SenSchumer,2018-01-31 03:52:47,8996,,2534,"After a long and divisive year, many Americans were yearning for the President to present a unifying vision for the country. Unfortunately, his #SOTU address stoked the fires of division instead of bringing us closer together. #AYearOfTrump"
133,958515016386433025,SenSchumer,2018-01-31 01:39:22,429,,165,I’ve really gotten to know Stephanie @warsnotover &amp; I couldn’t be more honored that she accepted my invitation to #SOTU. Please help share Daniel’s story &amp; her story tonight 3/3: https://t.co/rt6ntb2mk7
134,958512785893330944,SenSchumer,2018-01-31 01:30:31,370,,99,"What do you need to know about Stephanie’s son Daniel? He served in the 82nd Airborne &amp; deployed to Afghanistan twice. He was a competitive fencer, an avid reader, an amazing friend, brother and son. 2/3 https://t.co/ELbDjCvzmg"
135,958510945139077120,SenSchumer,2018-01-31 01:23:12,1093,,306,"I’d like to introduce you to Stephanie Keegan, from Somers, NY, who is joining me for #SOTU to tell her son Daniel’s story &amp; also hear from @realDonaldTrump about his plans to help service members, veterans &amp; those affected by the opioid epidemic. 1/3 https://t.co/3BKAeGPKc2"
136,958443321524936706,SenSchumer,2018-01-30 20:54:29,1331,,612,"Good question from @SenWhitehouse - more from him &amp; @SenBlumenthal on the latest with the Russia investigation &amp; Russia sanctions, LIVE: https://t.co/RVlXr2mZc1 https://t.co/7ZJx1FZBqB"
137,958440374413996032,SenSchumer,2018-01-30 20:42:46,3235,,1213,".@RepGosar, #Dreamers are not a threat; they represent the best of our country, and the majority of Americans and Congress stand behind them. Stop planting seeds of division and fear and instead get to work on finding a solution. #SOTU #HeretoStay"
138,958413493950189570,SenSchumer,2018-01-30 18:55:58,1190,,801,What are YOU hoping to hear about in @realDonaldTrump's #SOTU address tonight?
139,958367644922601472,SenSchumer,2018-01-30 15:53:46,3570,,1294,"Any other President would have already made it their priority to take decisive action against Russia in their first year. But this President is paralyzed when it comes to Putin &amp; his cronies in Russia. @realDonaldTrump may not say “Russia sanctions” tonight, but he ought to."
140,958367176020451334,SenSchumer,2018-01-30 15:51:55,9602,,4174,"Why is the President so afraid to sanction Putin, his associates, or other corrupt Russian actors and officials? Why is he giving Putin a free pass after he attacked our democracy? What is he so afraid of?"
141,958366853625196544,SenSchumer,2018-01-30 15:50:38,22004,,8062,Why won’t @realDonaldTrump use the power given to him by a near unanimous vote in Congress to hold Russia accountable for its blatant transgressions against the American people?
